row,year,unc_status,comp_major,primary_major,data_science,prereqs,prior_exp,ap_principles,ap_a,other_comp,prior_time,languages,hours_online_social,hours_online_work,lesson_time,sync_perf,all_sync,flipped_class,no_hybrid,own_notes,own_examples,oh_visits,ls_effective,lsqs_effective,programming_effective,qz_effective,oh_effective,tutoring_effective,pace,difficulty,understanding,interesting,valuable,would_recommend
529,25,Returning UNC Student,Yes - BS,Computer Science,Maybe,"MATH 130, MATH 152, MATH 210, MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,2,2,2,5,1,5,3,0,6,5,6,6,,,4,5,6,7,7,7
530,24,Returning UNC Student,No,Psychology,No,PSYC 210,None to less than one month!,,,,,,10+ hours,10+ hours,3,1,1,1,1,7,3,5,1,2,2,1,5,1,7,7,1,2,1,1
531,25,Incoming First-year Student,Yes - BS,Computer Science,Maybe,"MATH 129P, MATH 231, MATH 232, MATH 233, STOR 155",None to less than one month!,,,,,,0 to 2 hours,5 to 10 hours,1,1,1,1,1,6,5,0,7,6,7,7,6,,3,2,7,7,7,7
532,25,Incoming First-year Student,Yes - BS,Computer Science,No,MATH 231,7-12 months,No,Yes,"No, just AP Comp Sci A",1 month or so,"Python, Java / C#, Swift",3 to 5 hours,5 to 10 hours,7,4,3,6,4,7,6,0,7,7,7,7,,,4,2,7,7,7,7
533,23,Returning UNC Student,No,Psychology,No,"MATH 130, MATH 231, STOR 151",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,6,4,3,1,1,7,4,1,6,6,7,6,7,,5,4,5,6,7,6
534,25,Returning UNC Student,Yes - BS,Computer Science,Maybe,"MATH 129P, MATH 231, MATH 232, MATH 233",Over 2 years,Yes,No,On-line course,> 2 years,"Python, C / C++, HTML / CSS",10+ hours,3 to 5 hours,4,1,1,3,1,6,5,0,3,5,5,4,,,4,4,7,6,5,3
535,25,Incoming First-year Student,Yes - BS,Computer Science,No,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, MATH 232, STOR 155",2-6 months,Yes,No,High school course (IB or other),2-6 months,"Python, C / C++, JavaScript / TypeScript, R / Matlab / SAS, HTML / CSS",5 to 10 hours,5 to 10 hours,1,7,7,1,1,6,6,1,5,3,7,1,4,,3,3,6,7,7,7
536,25,Incoming First-year Student,Yes - Minor,Statistics and Analytics,No,"MATH 129P, MATH 130, MATH 152, MATH 210",None to less than one month!,,,,,,5 to 10 hours,5 to 10 hours,1,4,5,2,2,6,4,1,7,6,7,4,7,,6,6,5,7,7,5
537,25,Incoming First-year Student,Yes - BS,Computer Science,Maybe,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, MATH 232",1-2 years,Yes,Yes,High school course (IB or other),2-6 months,"Python, Java / C#",5 to 10 hours,3 to 5 hours,3,1,1,1,1,6,5,0,6,6,6,5,5,5,5,4,5,5,5,7
538,25,Incoming First-year Student,Yes - BS,Computer Science,No,"MATH 130, MATH 231",1-2 years,No,No,summer camps,2-6 months,"Python, C / C++, JavaScript / TypeScript, HTML / CSS, SQL",0 to 2 hours,10+ hours,4,1,1,3,1,4,6,0,6,6,6,5,4,4,4,1,7,7,7,7
539,24,Incoming First-year Student,No,Biology,No,"MATH 129P, MATH 231, MATH 232",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,1,2,2,3,2,7,4,0,7,7,7,6,,,4,4,5,7,3,7
540,23,Returning UNC Student,No,Psychology,No,"MATH 129P, PSYC 210, PSYC 215",None to less than one month!,,,,,,0 to 2 hours,3 to 5 hours,6,4,1,1,1,7,3,3,5,5,5,3,7,6,7,7,2,3,4,2
541,25,First-year student,Yes - BS,Computer Science,Maybe,"MATH 231, MATH 232, MATH 233, MATH 381, STOR 155",1-2 years,Yes,Yes,High school course (IB or other),2-6 months,"Python, Java / C#, C / C++, HTML / CSS",5 to 10 hours,5 to 10 hours,6,5,4,3,2,6,5,1,7,5,7,6,3,,5,4,5,5,6,7
542,22,Returning UNC Student,No,Biology,No,MATH 130,2-6 months,No,No,High school course (IB or other),1 month or so,"Python, Java / C#",10+ hours,10+ hours,5,2,2,2,2,7,3,1,6,3,7,6,7,,5,4,5,5,7,6
543,23,Incoming First-year Student,No,Psychology,No,PSYC 210,None to less than one month!,,,,,,0 to 2 hours,3 to 5 hours,5,2,1,1,1,6,4,5,6,6,5,4,4,,7,7,4,1,1,1
544,25,Incoming First-year Student,Yes - BA,Computer Science,Maybe,MATH 130,None to less than one month!,,,,,,5 to 10 hours,3 to 5 hours,1,7,5,5,1,7,4,3,3,4,6,2,6,4,7,7,4,7,7,4
545,24,Incoming Transfer Student,Yes - Minor,Information Science,Yes,"MATH 152, STOR 151",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,7,2,2,1,1,5,6,0,5,5,6,6,6,4,4,2,6,6,6,5
546,25,Incoming First-year Student,Yes - BS,Computer Science,Yes,"MATH 129P, MATH 210, MATH 231, MATH 232, MATH 233, MATH 381, STOR 155",1-2 years,No,Yes,High school course (IB or other),2-6 months,"Python, Java / C#, JavaScript / TypeScript, R / Matlab / SAS, HTML / CSS, SQL",5 to 10 hours,0 to 2 hours,2,2,2,2,1,4,7,0,5,5,6,5,,,4,1,7,6,6,6
547,25,Returning UNC Student,No,Biology,No,MATH 129P,None to less than one month!,,,,,,10+ hours,3 to 5 hours,3,4,4,3,1,7,6,3,7,4,6,5,7,7,6,7,3,4,5,4
548,25,Incoming First-year Student,Yes - BS,Computer Science,Maybe,MATH 130,None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,2,2,2,2,2,5,4,2,7,7,7,7,7,,7,4,6,7,7,7
549,24,Returning UNC Student,No,Environmental Science/Studies,No,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,5,6,6,6,2,7,5,2,4,3,6,3,6,,7,6,3,6,6,3
550,24,Returning UNC Student,Yes - Minor,Business,Yes,"MATH 129P, MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,2,3,5,5,5,7,6,0,6,5,7,6,4,4,4,4,6,7,7,6
551,23,Returning UNC Student,No,Psychology,No,"MATH 130, MATH 231, MATH 232, PSYC 210",2-6 months,No,No,High school course (IB or other),1 month or so,Python,3 to 5 hours,5 to 10 hours,6,2,3,2,2,5,4,4,3,5,3,6,5,5,6,5,3,5,5,4
552,25,Incoming First-year Student,Yes - BA,Economics,No,"MATH 129P, MATH 231, MATH 232",None to less than one month!,,,,,,5 to 10 hours,3 to 5 hours,1,2,4,2,3,6,5,0,6,5,7,5,,,5,2,6,6,7,5
553,24,Returning UNC Student,Yes - BA,Computer Science,Maybe,"MATH 231, STOR 155",2-6 months,No,No,UNC,None to less than one month!,"Python, HTML / CSS",3 to 5 hours,5 to 10 hours,2,1,1,1,4,6,5,0,7,3,7,7,,7,4,4,6,7,7,7
554,23,Returning UNC Student,No,Neuroscience,No,"MATH 232, PSYC 210",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,1,5,3,2,5,6,3,2,6,3,6,6,7,5,4,4,5,5,6,5
555,23,Returning UNC Student,No,Psychology,No,"MATH 231, PSYC 210, STOR 155",None to less than one month!,,,,,,0 to 2 hours,5 to 10 hours,1,6,7,1,1,7,1,2,6,3,7,3,7,4,4,6,4,1,2,4
556,25,First-year student ,Yes - BS,Computer Science,Maybe,"MATH 231, MATH 232",2-6 months,No,No,no,1 month or so,"Python, Java / C#",3 to 5 hours,5 to 10 hours,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4
557,23,Incoming Transfer Student,Yes - BS,Computer Science,No,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231",None to less than one month!,,,,,,10+ hours,10+ hours,5,7,4,7,1,4,1,5,1,1,1,1,4,7,4,7,1,4,7,1
558,25,Returning UNC Student,Yes - BA,Computer Science,No,"MATH 231, STOR 151",2-6 months,Yes,No,On-line course,2-6 months,"Python, HTML / CSS",5 to 10 hours,3 to 5 hours,5,2,2,5,1,7,6,2,7,6,7,7,7,,5,5,3,7,7,7
559,25,Incoming First-year Student,Yes - BS,Computer Science,No,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, MATH 232, MATH 233, MATH 347, MATH 381",2-6 months,No,Yes,On-line course,1 month or so,Python,3 to 5 hours,5 to 10 hours,7,1,1,3,1,6,7,0,7,7,7,7,,,4,3,6,7,7,7
560,24,Returning UNC Student,No,Nursing,No,"MATH 130, STOR 151",None to less than one month!,,,,,,0 to 2 hours,5 to 10 hours,5,4,2,2,2,7,5,1,5,3,7,5,7,,6,5,5,4,4,5
561,23,Returning UNC Student,No,Neuroscience,No,"MATH 130, MATH 210, PSYC 210, STOR 155",2-6 months,No,No,Internship STEM Revolution,1 month or so,"Python, Java / C#, C / C++, JavaScript / TypeScript, HTML / CSS",3 to 5 hours,5 to 10 hours,6,7,7,6,7,7,5,4,3,6,5,7,7,7,5,5,3,5,5,4
562,25,Incoming First-year Student,Yes - BA,Computer Science,No,MATH 130,2-6 months,No,Yes,High school course (IB or other),1 month or so,"Python, Java / C#, C / C++, JavaScript / TypeScript, HTML / CSS, SQL",3 to 5 hours,3 to 5 hours,2,4,3,1,2,2,5,1,5,5,5,5,5,,4,5,6,7,7,6
563,23,Returning UNC Student,No,Environmental Science/Studies,No,"MATH 129P, MATH 130, MATH 231, STOR 155",2-6 months,No,No,"No, never enrolled in a course",2-6 months,"R / Matlab / SAS, I'm not positive about this",3 to 5 hours,5 to 10 hours,3,2,1,3,1,6,5,1,6,4,7,7,7,,5,4,7,6,7,7
564,25,Incoming First-year Student,Yes - BS,Computer Science,Maybe,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, MATH 232, MATH 233, STOR 155",1-2 years,No,No,No,1-2 years,"Python, Java / C#, JavaScript / TypeScript, R / Matlab / SAS, HTML / CSS, SQL",5 to 10 hours,3 to 5 hours,1,1,1,5,3,4,2,3,3,4,4,4,3,,3,1,7,5,4,7
565,24,Returning UNC Student,No,Information Science,Yes,"STOR 113, STOR 120, STOR 155",7-12 months,No,No,UNC,2-6 months,"Python, R / Matlab / SAS, HTML / CSS",3 to 5 hours,5 to 10 hours,2,1,1,1,4,7,7,0,7,6,6,5,,,5,4,7,7,7,5
566,23,Returning UNC Student,No,Computer Science,No,"MATH 129P, MATH 231, MATH 232, MATH 233, MATH 347, STOR 151, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,2,1,1,6,6,6,5,1,7,6,7,7,7,4,6,6,6,6,7,7
567,22,Returning UNC Student,No,Biology,No,"MATH 231, STOR 155",None to less than one month!,,,,,,5 to 10 hours,5 to 10 hours,6,1,1,1,1,7,7,3,7,7,5,6,6,6,4,4,5,6,7,6
568,25,Returning UNC Student,Yes - BS,Computer Science,No,"MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,0 to 2 hours,5 to 10 hours,1,5,3,7,5,7,7,0,7,5,7,2,7,,5,6,5,7,7,7
569,24,Returning UNC Student,No,Psychology,Yes,"MATH 130, MATH 231",2-6 months,Yes,No,,None to less than one month!,"Python, JavaScript / TypeScript, HTML / CSS",3 to 5 hours,5 to 10 hours,4,2,1,1,1,7,7,3,5,6,6,4,7,,5,4,5,7,7,7
570,22,Returning UNC Student,No,Psychology,No,"MATH 130, PSYC 210, STOR 155",None to less than one month!,,,,,,0 to 2 hours,10+ hours,2,5,7,2,1,7,4,2,5,3,7,6,7,,7,7,3,5,1,3
571,24,Returning UNC Student,No,Statistics and Analytics,Yes,"MATH 231, MATH 232, MATH 233, STOR 155",2-6 months,No,No,UNC,None to less than one month!,Python,3 to 5 hours,5 to 10 hours,5,1,1,2,1,5,6,2,7,6,7,3,7,,5,5,4,7,7,6
572,22,Returning UNC Student,No,Psychology,No,"MATH 130, PSYC 210",2-6 months,Yes,Yes,High school course (IB or other),None to less than one month!,"Python, SQL",3 to 5 hours,3 to 5 hours,5,1,1,1,1,6,4,1,6,6,6,5,5,,5,4,5,5,6,5
573,25,Incoming First-year Student,Yes - BA,Computer Science,No,"MATH 231, MATH 232",Over 2 years,No,No,None,1-2 years,"Python, Java / C#, C / C++",5 to 10 hours,3 to 5 hours,7,1,1,2,1,4,6,0,6,6,7,6,,,5,2,7,7,7,7
574,25,Returning UNC Student,Yes - Minor,Business,Yes,"MATH 129P, MATH 231, MATH 232",2-6 months,Yes,No,"No, just AP Computer Science Principles",1 month or so,Python,3 to 5 hours,5 to 10 hours,5,2,2,2,1,7,6,1,7,7,7,7,6,6,5,4,5,6,6,7
575,22,Returning UNC Student,No,Psychology,No,"MATH 231, PSYC 210",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,5,1,1,1,1,6,3,3,4,2,2,5,4,3,6,6,2,4,4,4
576,22,Returning UNC Student,No,Psychology,No,MATH 152,None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,5,1,1,1,1,7,3,2,7,7,7,6,7,6,7,7,4,7,5,6
577,24,Returning UNC Student,Yes - Minor,Biology,No,"MATH 231, MATH 232, MATH 233, MATH 381, STOR 155",1-2 years,No,Yes,UNC,1 month or so,"Python, Java / C#, HTML / CSS",5 to 10 hours,3 to 5 hours,1,7,7,6,1,2,7,1,7,7,7,7,7,7,4,1,7,7,7,7
578,24,Returning UNC Student,Yes - BA,Computer Science,No,MATH 130,None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,7,4,4,3,2,5,5,1,5,5,5,5,6,,4,4,5,6,6,6
579,25,Incoming First-year Student,No,Biology,Maybe,MATH 231,None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,7,5,2,4,2,7,5,3,7,6,5,4,7,7,6,5,5,4,6,5
580,23,Junior year student,No,Communications,No,STOR 155,None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,5,5,3,2,3,6,6,0,6,6,6,6,3,3,5,4,6,6,7,6
581,25,Returning UNC Student,Yes - BA,Computer Science,No,MATH 231,None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,2,3,3,3,2,7,6,0,4,4,5,3,,,6,6,4,4,4,4
582,24,Returning UNC Student,No,Business,Yes,"MATH 130, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,7,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4
583,23,Returning UNC Student,No,Statistics and Analytics,Maybe,"MATH 130, PHIL 155, STOR 113, STOR 155",None to less than one month!,,,,,,0 to 2 hours,0 to 2 hours,3,4,4,1,4,4,4,5,5,6,6,5,7,3,7,7,1,7,5,5
584,24,Returning UNC Student,Yes - BA,Computer Science,Maybe,"MATH 129P, MATH 130, MATH 231",2-6 months,No,No,UNC,1 month or so,Python,3 to 5 hours,10+ hours,5,3,5,7,5,7,7,4,7,7,7,7,7,7,7,6,4,7,7,7
585,25,Returning UNC Student,Yes - BA,Computer Science,No,MATH 231,7-12 months,Yes,No,none,2-6 months,"Python, Java / C#",3 to 5 hours,3 to 5 hours,1,1,1,3,2,4,4,0,6,6,6,5,6,,3,2,6,6,7,7
586,25,Returning UNC Student,Yes - BA,Computer Science,No,"MATH 129P, MATH 130, MATH 231, MATH 232, MATH 381, STOR 113, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,7,4,4,4,4,7,5,0,5,3,6,5,6,4,5,3,6,7,7,7
587,24,Returning UNC Student,Yes - BS,Computer Science,Maybe,"MATH 130, MATH 231, STOR 155",2-6 months,Yes,No,None,None to less than one month!,Python,5 to 10 hours,5 to 10 hours,4,4,4,4,3,4,4,0,6,6,7,5,,,4,3,6,6,6,6
588,25,Returning UNC Student,Yes - BA,Computer Science,No,"MATH 130, STOR 155",2-6 months,No,No,UNC,None to less than one month!,"Python, HTML / CSS",5 to 10 hours,3 to 5 hours,1,1,1,2,1,7,4,2,4,4,5,1,7,7,6,5,5,7,7,5
589,25,Incoming First-year Student,Yes - BA,Computer Science,No,MATH 130,2-6 months,Yes,No,no,1 month or so,Python,3 to 5 hours,3 to 5 hours,1,3,2,6,1,7,2,2,1,1,4,2,5,2,7,6,2,6,7,6
590,22,Returning UNC Student,No,Economics,Maybe,"MATH 231, MATH 232, PHIL 155, STOR 155",None to less than one month!,,,,,,0 to 2 hours,10+ hours,5,1,1,1,1,7,7,1,7,7,7,7,5,4,4,2,7,7,7,7
591,25,Incoming First-year Student,Yes - BS,Computer Science,Yes,"MATH 233, MATH 381",7-12 months,Yes,Yes,High school course (IB or other),7-12 months,"Python, Java / C#, JavaScript / TypeScript, HTML / CSS, SQL",0 to 2 hours,10+ hours,5,1,1,1,1,7,5,0,7,7,7,6,5,,5,4,6,7,7,7
592,24,Returning UNC Student,No,Biology,No,"MATH 231, MATH 232",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,2,5,5,2,1,7,4,3,5,5,7,5,5,5,6,4,5,5,6,5
593,25,Returning UNC Student,Yes - Minor,Business,Yes,"MATH 231, MATH 232, MATH 233, MATH 381, STOR 155",2-6 months,No,No,On-line course,None to less than one month!,"Python, Java / C#, R / Matlab / SAS, HTML / CSS",3 to 5 hours,3 to 5 hours,7,2,2,5,5,7,7,1,7,6,7,6,7,,4,4,7,7,7,7
594,25,Incoming First-year Student,No,Biology,No,"MATH 130, STOR 151",None to less than one month!,,,,,,5 to 10 hours,3 to 5 hours,2,2,1,2,1,7,7,0,7,7,7,6,6,,4,3,6,7,7,7
595,25,Incoming First-year Student,Yes - BS,Computer Science,Maybe,MATH 130,None to less than one month!,,,,,,5 to 10 hours,5 to 10 hours,5,4,3,2,3,7,5,3,6,6,6,4,7,,5,4,5,7,7,7
596,25,Returning UNC Student,Yes - BS,Computer Science,Yes,"MATH 129P, MATH 231, MATH 232, STOR 120",Over 2 years,No,No,On-line course,1 month or so,"Python, C / C++, HTML / CSS",3 to 5 hours,5 to 10 hours,1,4,2,6,1,7,6,1,7,7,6,5,4,,5,3,6,7,7,7
597,25,Incoming First-year Student,No,Statistics and Analytics,Maybe,"MATH 130, MATH 231",None to less than one month!,,,,,,5 to 10 hours,5 to 10 hours,2,5,4,3,2,6,5,2,6,5,6,5,7,,4,4,5,6,6,6
598,22,Returning UNC Student,No,Psychology,No,MATH 152,None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,5,1,1,1,1,7,7,5,7,4,7,1,7,7,6,5,6,7,7,7
599,24,Incoming Transfer Student,No,Biology,No,"MATH 130, MATH 231",None to less than one month!,,,,,,0 to 2 hours,3 to 5 hours,5,4,2,3,5,7,5,2,6,5,5,6,6,,5,6,4,7,7,7
600,24,Returning UNC Student,No,Economics,No,MATH 231,None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,5,6,5,5,2,5,1,0,4,2,5,3,,,6,7,2,5,5,3
601,25,Incoming First-year Student,Yes - BS,Computer Science,Yes,"MATH 231, MATH 232",7-12 months,No,No,High school course (IB or other),2-6 months,"Python, Java / C#, JavaScript / TypeScript",10+ hours,5 to 10 hours,1,1,1,1,1,5,5,0,7,7,7,3,,,4,3,7,7,7,7
602,25,Incoming First-year Student,Yes - BA,Computer Science,No,"MATH 129P, MATH 130",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,2,4,3,5,3,5,5,1,5,6,6,6,6,,5,4,5,6,6,6
603,25,Returning UNC Student,Yes - BS,Computer Science,No,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, MATH 232, PHIL 155, STOR 155",None to less than one month!,,,,,,3 to 5 hours,10+ hours,2,2,2,6,1,6,7,1,7,7,7,6,7,,5,3,6,7,7,7
604,25,Incoming First-year Student,Yes - BS,Computer Science,No,"MATH 129P, MATH 231",Over 2 years,No,Yes,High school course (IB or other),> 2 years,"Python, Java / C#, C / C++, JavaScript / TypeScript, HTML / CSS, SQL, Dart",3 to 5 hours,5 to 10 hours,6,2,1,6,3,7,7,0,6,4,7,6,,,3,3,6,7,7,7
605,24,Returning UNC Student,No,Neuroscience,No,"MATH 130, MATH 231, MATH 232, STOR 155",7-12 months,Yes,Yes,High school course (IB or other),None to less than one month!,JavaScript / TypeScript,3 to 5 hours,5 to 10 hours,7,4,5,2,4,6,4,1,5,6,6,6,6,4,4,3,6,6,6,6
606,24,Returning UNC Student,No,Economics,Maybe,"MATH 130, MATH 152, MATH 210, MATH 231, MATH 232, MATH 381, STOR 151",None to less than one month!,,,,,,5 to 10 hours,3 to 5 hours,2,3,2,3,3,6,5,1,6,6,7,5,,,5,4,5,6,6,6
607,25,Incoming First-year Student,No,Nutrition,No,MATH 130,None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,2,5,5,5,4,6,5,2,3,2,3,3,3,3,6,6,2,5,3,3
608,23,Incoming Transfer Student,No,Biology,No,"PSYC 210, PSYC 215, STOR 155",None to less than one month!,,,,,,3 to 5 hours,10+ hours,1,2,2,1,1,7,4,0,6,7,7,7,7,7,6,5,5,7,7,5
609,24,Returning UNC Student,Yes - Minor,Biology,No,MATH 130,None to less than one month!,,,,,,10+ hours,5 to 10 hours,1,1,1,1,1,6,3,1,7,5,7,7,7,4,5,5,5,4,6,7
610,25,Returning UNC Student,Yes - Minor,Business,Maybe,"MATH 129P, MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,3 to 5 hours,0 to 2 hours,2,3,1,2,3,4,4,0,6,4,7,4,4,4,5,5,5,7,6,6
611,24,Returning UNC Student,No,Neuroscience,No,"MATH 129P, MATH 231, MATH 232, MATH 233, PSYC 210",None to less than one month!,,,,,,3 to 5 hours,10+ hours,5,3,4,2,1,7,5,1,5,6,7,6,,,5,4,5,6,7,7
612,25,Incoming First-year Student,Yes - BS,Environmental Science/Studies,No,"MATH 129P, MATH 231, MATH 232",7-12 months,No,Yes,Another college or community college,None to less than one month!,Python,0 to 2 hours,5 to 10 hours,2,2,2,4,3,7,3,0,7,5,7,5,4,,2,1,7,7,7,7
613,25,Early College graduate who applied to UNC as a first year but came in with an associates degree in computer science and math,Yes - BA,Computer Science,Maybe,"MATH 130, MATH 152, MATH 231, MATH 232",2-6 months,No,No,Another college or community college,1 month or so,"Python, Java / C#, JavaScript / TypeScript",10+ hours,3 to 5 hours,3,2,1,4,2,6,6,1,6,6,7,5,,,5,4,5,6,7,5
614,24,Returning UNC Student,Yes - BS,Computer Science,Yes,"MATH 130, MATH 231",None to less than one month!,,,,,,0 to 2 hours,5 to 10 hours,6,4,4,4,3,5,5,2,4,4,5,4,,,6,5,4,6,6,5
615,24,Returning UNC Student,No,Neuroscience,No,"MATH 231, MATH 232",None to less than one month!,,,,,,0 to 2 hours,5 to 10 hours,6,6,6,7,1,7,5,3,3,4,6,6,7,,5,6,5,7,7,6
616,25,Returning UNC Student,Yes - BA,Chemistry,Yes,"MATH 129P, MATH 231, MATH 232, MATH 233, STOR 155",7-12 months,No,Yes,High school course (IB or other),2-6 months,"Python, Java / C#, JavaScript / TypeScript, R / Matlab / SAS, BASIC, HTML / CSS, Bash",3 to 5 hours,5 to 10 hours,3,5,4,6,4,5,5,0,6,6,7,6,,,3,3,6,7,7,7
617,22,Returning UNC Student,No,Neuroscience,No,"MATH 231, MATH 232, PSYC 210, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,5,7,7,1,1,7,4,0,7,7,7,7,,,4,5,6,7,7,7
618,24,Returning UNC Student,No,Economics,Maybe,"MATH 152, MATH 231, STOR 113",None to less than one month!,,,,,,5 to 10 hours,5 to 10 hours,7,2,2,1,1,7,6,0,6,3,6,5,4,4,6,3,5,7,7,5
619,22,Returning UNC Student,No,Biology,No,"MATH 130, MATH 231, STOR 155",None to less than one month!,,,,,,0 to 2 hours,3 to 5 hours,1,7,7,7,7,7,4,3,2,2,5,5,5,,6,6,4,1,2,2
